0.003410	0.003541	0.003205	0.002519	0.001790	0.000756	0.000513	0.000431	0.000405	0.000320	0.000355	0.000366	0.000579	0.003013	0.005851	0.008809	0.014031	0.018510	0.021526	0.022908	0.024152	0.024722	0.024950	0.027098	0.030530	0.031834	0.033834	0.036079	0.045083	0.050146	0.065096	0.081682	0.096838	0.106732	0.114568	0.114025	0.107871	0.094017	0.087767	0.080200	0.079912	0.087537	0.111472	0.129262	0.150895	0.164911	0.170678	0.164702	0.151342	0.138172	0.126186	0.111755	0.109967	0.104383	0.101698	0.096857	0.096430	0.092842	0.088139	0.079805	0.067995	0.053232	0.038294	0.023389	0.013656	0.005424	0.005866	0.007531	0.011220	0.015740	0.021727	0.028640	0.035842	0.040312	0.044066	0.044724	0.045473	0.045275	0.043362	0.041181	0.045887	0.050676	0.056178	0.059037	0.058566	0.054130	0.049522	0.044067	0.039577	0.035220	0.035078	0.037470	0.038537	0.037317	0.034055	0.030365	0.028693	0.030608	0.030493	0.036279	0.040580	0.047831	0.053055	0.058612	0.070909	0.085930	0.116113	0.145168	0.170486	0.196906	0.207806	0.206650	0.194832	0.169626	0.144020	0.113671	0.096664	0.079940	0.069159	0.069275	0.071857	0.072626	0.073395	0.069169	0.058838	0.048034	0.037267	0.024185	
0.004566	0.004728	0.004318	0.003498	0.002655	0.001400	0.001156	0.001043	0.000962	0.000836	0.000825	0.000807	0.001106	0.003441	0.006187	0.009018	0.014025	0.018257	0.021214	0.023047	0.024779	0.025773	0.026401	0.028714	0.032052	0.033116	0.034787	0.038496	0.048339	0.054795	0.071223	0.089217	0.104827	0.115510	0.123116	0.123634	0.116864	0.104142	0.099646	0.095030	0.100776	0.116622	0.145859	0.168944	0.189929	0.199895	0.197631	0.181940	0.159640	0.138919	0.122671	0.107930	0.104807	0.099404	0.096733	0.091988	0.091324	0.087751	0.083224	0.075310	0.064090	0.050357	0.036447	0.022558	0.013597	0.005986	0.006524	0.008085	0.011544	0.015784	0.021291	0.027730	0.034577	0.038871	0.042630	0.043419	0.044348	0.044249	0.042324	0.040647	0.045080	0.049729	0.055101	0.057902	0.057495	0.053187	0.048676	0.043429	0.038945	0.034995	0.034854	0.037099	0.038351	0.037339	0.034548	0.031238	0.029676	0.031323	0.030998	0.036355	0.041102	0.048331	0.054165	0.060788	0.073554	0.090022	0.120365	0.150907	0.177846	0.205229	0.217975	0.217678	0.206376	0.181467	0.155278	0.127875	0.112090	0.096971	0.087825	0.087845	0.089127	0.086963	0.084901	0.078688	0.065619	0.054304	0.043280	0.029267	
0.005489	0.005667	0.005183	0.004315	0.003448	0.002119	0.001935	0.001873	0.001760	0.001570	0.001444	0.001325	0.001595	0.003526	0.005826	0.008192	0.012336	0.015782	0.018299	0.020599	0.022828	0.024358	0.025548	0.027899	0.030736	0.031299	0.032234	0.036875	0.048274	0.057385	0.075598	0.094818	0.110000	0.119817	0.124638	0.124269	0.116041	0.103892	0.101555	0.101250	0.113648	0.137157	0.169284	0.195608	0.213212	0.216974	0.205548	0.180378	0.150010	0.122937	0.103863	0.090512	0.086397	0.081828	0.079537	0.075509	0.074707	0.071607	0.067876	0.061396	0.052184	0.041227	0.030072	0.018926	0.011872	0.005854	0.006455	0.007738	0.010581	0.014035	0.018357	0.023488	0.029066	0.032579	0.035828	0.036622	0.037609	0.037623	0.035924	0.035002	0.038589	0.042516	0.047080	0.049508	0.049233	0.045628	0.041843	0.037523	0.033648	0.030651	0.030519	0.032322	0.033631	0.032988	0.031081	0.028605	0.027416	0.028613	0.028190	0.032468	0.037150	0.043422	0.049177	0.056266	0.068199	0.084796	0.112063	0.141002	0.166665	0.191988	0.205462	0.206104	0.196639	0.175122	0.151346	0.131215	0.119167	0.108692	0.103495	0.104131	0.104301	0.098869	0.092983	0.084134	0.068065	0.056658	0.045859	0.032006	
0.006022	0.006238	0.005751	0.004915	0.004094	0.002765	0.002653	0.002627	0.002482	0.002240	0.002018	0.001800	0.002117	0.003737	0.005636	0.007710	0.010961	0.013672	0.015651	0.018201	0.020572	0.022213	0.023783	0.026349	0.028707	0.029328	0.030490	0.036505	0.051321	0.064250	0.084360	0.104218	0.117442	0.124193	0.123507	0.119706	0.109473	0.098097	0.099514	0.104395	0.123936	0.154646	0.188181	0.215985	0.228934	0.225649	0.204679	0.170877	0.133765	0.100478	0.078908	0.067514	0.062773	0.059263	0.057454	0.054367	0.053477	0.051007	0.048260	0.043590	0.036925	0.029443	0.021777	0.014130	0.009461	0.005432	0.006068	0.006989	0.009019	0.011456	0.014287	0.017829	0.021925	0.024527	0.027255	0.028111	0.029150	0.029295	0.027869	0.027598	0.030146	0.033062	0.036638	0.038567	0.038800	0.036281	0.033657	0.030790	0.028142	0.026418	0.026461	0.027851	0.029094	0.028533	0.027419	0.025545	0.024397	0.024651	0.023941	0.026755	0.030718	0.035501	0.040641	0.047885	0.058675	0.075197	0.098728	0.124918	0.147848	0.169076	0.181199	0.181449	0.173979	0.157404	0.139849	0.130249	0.125811	0.122940	0.124429	0.126795	0.126014	0.116722	0.106035	0.092317	0.072312	0.058725	0.047023	0.032551	
0.006201	0.006498	0.006079	0.005372	0.004643	0.003382	0.003306	0.003294	0.003068	0.002784	0.002503	0.002222	0.002530	0.003855	0.005333	0.007171	0.009615	0.011713	0.013215	0.015917	0.018320	0.019966	0.021987	0.024822	0.026911	0.028423	0.030542	0.037852	0.055818	0.071914	0.092850	0.112687	0.124762	0.129103	0.123989	0.117558	0.106632	0.095446	0.099421	0.107677	0.133065	0.168542	0.202882	0.231228	0.239684	0.229424	0.200244	0.159212	0.116960	0.078158	0.055614	0.046380	0.041446	0.039077	0.037801	0.035688	0.034785	0.032963	0.031145	0.028205	0.023972	0.019673	0.015176	0.010708	0.008057	0.005670	0.006072	0.006854	0.008347	0.010193	0.012000	0.014231	0.016791	0.018265	0.020087	0.020739	0.021453	0.021740	0.020779	0.021055	0.022665	0.024580	0.027023	0.028398	0.029411	0.028186	0.027008	0.025686	0.024793	0.024497	0.024870	0.026408	0.027664	0.026982	0.026433	0.024740	0.023178	0.021914	0.020817	0.022186	0.024861	0.028136	0.032437	0.039539	0.049994	0.066847	0.087393	0.110815	0.130571	0.147088	0.156678	0.155618	0.149500	0.137113	0.125485	0.126963	0.130355	0.135769	0.144358	0.148895	0.147492	0.134409	0.118574	0.099581	0.074605	0.059153	0.046450	0.031693	
0.008473	0.008727	0.007982	0.006876	0.005769	0.004039	0.003967	0.003995	0.003744	0.003448	0.003079	0.002799	0.003088	0.003960	0.004866	0.006294	0.007548	0.008663	0.009419	0.011902	0.013954	0.015382	0.017601	0.020318	0.021821	0.023998	0.026903	0.034794	0.054739	0.072939	0.092966	0.110865	0.120230	0.121170	0.111244	0.102279	0.092246	0.082973	0.090271	0.102466	0.131178	0.167301	0.197181	0.221761	0.223070	0.205575	0.170806	0.126872	0.083805	0.043970	0.022605	0.016664	0.011778	0.011029	0.010520	0.009762	0.008950	0.008103	0.007568	0.006997	0.006111	0.006049	0.005782	0.005520	0.005547	0.005309	0.005420	0.005840	0.006444	0.007242	0.007553	0.007972	0.008597	0.008790	0.009604	0.010169	0.010727	0.011239	0.010924	0.011783	0.012045	0.012417	0.013183	0.013725	0.015437	0.015858	0.016567	0.017260	0.018416	0.019744	0.020421	0.021751	0.022808	0.022080	0.022216	0.020956	0.019150	0.016292	0.014805	0.014320	0.015453	0.016742	0.019736	0.026804	0.036305	0.053368	0.070430	0.090570	0.106898	0.117664	0.124078	0.121843	0.116823	0.109665	0.104531	0.116677	0.127471	0.140341	0.155236	0.161122	0.158820	0.143373	0.124066	0.101633	0.074152	0.057627	0.044651	0.030264	
0.010599	0.010772	0.009690	0.008144	0.006605	0.004350	0.004256	0.004290	0.004070	0.003826	0.003590	0.003461	0.003855	0.004950	0.005974	0.007650	0.008916	0.010092	0.010721	0.012786	0.014311	0.015234	0.017300	0.020174	0.021938	0.025495	0.030107	0.038695	0.061745	0.081833	0.102558	0.120477	0.129684	0.128778	0.116150	0.104688	0.095105	0.084832	0.093217	0.105513	0.133222	0.165415	0.192067	0.212351	0.211110	0.192053	0.158590	0.117421	0.077572	0.039667	0.020543	0.015131	0.011109	0.010494	0.010141	0.009587	0.008940	0.008229	0.007727	0.007306	0.006637	0.006705	0.006526	0.006390	0.006313	0.005913	0.005751	0.006309	0.007096	0.008135	0.008709	0.009172	0.009564	0.009386	0.009826	0.010187	0.010532	0.011178	0.011214	0.011807	0.011954	0.011936	0.012263	0.012526	0.014811	0.015845	0.017431	0.018851	0.021211	0.022951	0.023936	0.025861	0.026947	0.025841	0.025668	0.023766	0.021209	0.017279	0.015385	0.014755	0.015186	0.016577	0.019428	0.027595	0.038982	0.058931	0.079263	0.102292	0.119815	0.130188	0.134554	0.130285	0.122648	0.114218	0.109383	0.123219	0.135506	0.150504	0.167696	0.174256	0.171811	0.156178	0.135423	0.110206	0.079794	0.060951	0.045761	0.029587	
0.012964	0.013046	0.011585	0.009506	0.007446	0.004579	0.004420	0.004481	0.004312	0.004142	0.004071	0.004103	0.004564	0.005742	0.006754	0.008474	0.009585	0.010655	0.011121	0.012537	0.013502	0.013936	0.015766	0.018617	0.020615	0.025292	0.031175	0.039994	0.063620	0.083354	0.102687	0.118974	0.127291	0.124797	0.111170	0.099797	0.093040	0.084538	0.094682	0.106420	0.129829	0.153997	0.173268	0.186106	0.181047	0.162011	0.133570	0.099175	0.066416	0.033869	0.018015	0.013168	0.009769	0.009378	0.009231	0.008927	0.008523	0.008021	0.007590	0.007374	0.006971	0.007201	0.007100	0.007133	0.006985	0.006433	0.006018	0.006694	0.007602	0.008871	0.009750	0.010346	0.010594	0.010216	0.010341	0.010556	0.010720	0.011434	0.011724	0.012008	0.011961	0.011524	0.011332	0.011424	0.014150	0.015762	0.018150	0.020134	0.023299	0.025176	0.026213	0.028431	0.029444	0.028242	0.028011	0.025815	0.022816	0.018182	0.015928	0.014988	0.014531	0.015762	0.018500	0.027842	0.041015	0.062884	0.085318	0.110104	0.128055	0.137739	0.140330	0.134805	0.125502	0.116262	0.111204	0.125077	0.137724	0.153516	0.171606	0.178675	0.176184	0.161017	0.140155	0.113946	0.082295	0.062186	0.046201	0.029353	
0.015778	0.015730	0.013798	0.011040	0.008330	0.004680	0.004441	0.004452	0.004379	0.004317	0.004448	0.004706	0.005259	0.006441	0.007381	0.008988	0.009909	0.010720	0.010968	0.011636	0.011962	0.011897	0.013288	0.015692	0.017798	0.023080	0.029573	0.037941	0.059745	0.077282	0.093775	0.107251	0.114505	0.111853	0.099521	0.091328	0.090142	0.085875	0.098516	0.110660	0.128953	0.144494	0.154713	0.159399	0.149603	0.130373	0.107579	0.080305	0.054803	0.029093	0.016384	0.012286	0.009222	0.009020	0.009013	0.008898	0.008602	0.008191	0.007785	0.007615	0.007361	0.007632	0.007519	0.007605	0.007320	0.006617	0.005999	0.006655	0.007604	0.008947	0.010018	0.010652	0.010789	0.010301	0.010199	0.010341	0.010459	0.011231	0.011751	0.011826	0.011583	0.010740	0.010061	0.009961	0.012718	0.014656	0.017473	0.019689	0.023187	0.024991	0.025998	0.028269	0.029046	0.027874	0.027519	0.025259	0.022195	0.017424	0.015218	0.014469	0.014478	0.016627	0.020266	0.031247	0.046192	0.069124	0.092969	0.118038	0.136118	0.144192	0.144635	0.137759	0.126073	0.115173	0.108658	0.119353	0.129923	0.143209	0.159806	0.165915	0.163028	0.150113	0.131582	0.107887	0.078911	0.059886	0.044694	0.028506	
0.016984	0.016894	0.014761	0.011667	0.008598	0.004537	0.004283	0.004278	0.004366	0.004454	0.004826	0.005255	0.005797	0.006823	0.007549	0.008750	0.009378	0.009906	0.010023	0.010223	0.010677	0.010777	0.012229	0.014427	0.016592	0.021558	0.027320	0.034694	0.053016	0.067200	0.080765	0.091607	0.097687	0.095311	0.085010	0.082074	0.088967	0.092116	0.109326	0.123300	0.136053	0.140795	0.138870	0.132325	0.114806	0.094052	0.077765	0.058667	0.041290	0.023802	0.015254	0.012006	0.009408	0.009340	0.009406	0.009288	0.008970	0.008487	0.008038	0.007796	0.007524	0.007707	0.007457	0.007437	0.007017	0.006209	0.005542	0.006103	0.007035	0.008329	0.009490	0.010142	0.010210	0.009692	0.009428	0.009457	0.009579	0.010306	0.010949	0.010843	0.010432	0.009404	0.008436	0.008264	0.010840	0.012907	0.015901	0.018140	0.021383	0.022792	0.023409	0.025251	0.025816	0.024955	0.024782	0.022938	0.020286	0.015982	0.013829	0.013208	0.013796	0.016631	0.021346	0.033579	0.049279	0.071619	0.094720	0.119085	0.136315	0.143808	0.144242	0.138061	0.126092	0.114575	0.105819	0.113242	0.120838	0.131862	0.146249	0.151610	0.148366	0.136971	0.120001	0.098708	0.071721	0.054422	0.041031	0.026576	
